make,model,badge,category,displacement_cc,year,power_hp,engine,cooling,gearbox,transmission,dry_weight_kg,seat_height_mm,fuel_capacity_l,wheelbase_mm
Generic,Soho 125,,Scooter,124,2009,7.5,Single cylinder,,Automatic,Belt,130,,6,1330
Generic,Soho 125,,Scooter,124,2010,7.5,Single cylinder,Air,Automatic,Belt,130,,6,
Generic,Soho 150,,Scooter,149,2008,9.8,Single cylinder,,,,130,,15.89,
Generic,Soho 150,,Scooter,149,2009,9.8,Single cylinder,,Automatic,,130,,4.2,
Generic,SOHO150,,Scooter,150,2010,9.8,Single cylinder,,Automatic,Belt,130,,4.2,
Generic,Stream,,Scooter,0,2011,3,Electric,,Automatic,,,,,1260
Generic,Toxic 50,,Sport,49,2006,3.1,Single cylinder,Air,,Belt,,,,1275
Generic,Toxic 50,,Sport,49,2007,3.1,Single cylinder,Air,,Belt,92,770,,1275
Generic,Toxic 50 Sport,,Scooter,49,2012,3.2,Single cylinder,Air,Automatic,Belt,,,,1300
Generic,TR 125 SM,,Super motard,125,2012,,Single cylinder,Air,6-speed,,121,,10,1410
Generic,Trigger 50 Competition,,Enduro / offroad,49,2010,1.4,Single cylinder,Air,6-speed,,111,,10,
Generic,Trigger 50 SM,,Super motard,49,2012,1.9,Single cylinder,Air,6-speed,Shaft drive,113,,10,1360
Generic,Trigger 50 SM Competition,,Super motard,49,2012,1.9,Single cylinder,Air,6-speed,Shaft drive,113,,10,1360
Generic,Trigger 50 SM ONE,,Super motard,49,2012,1.9,Single cylinder,Air,6-speed,Shaft drive,96,,10,1360
Generic,Trigger Comp 50,,Enduro / offroad,49,2009,1.4,Single cylinder,,6-speed,,111,,10,1390
Generic,Trigger Competition,,Enduro / offroad,49,2008,1.4,Single cylinder,,6-speed,,111,,10,1390
Generic,Trigger SM,,Enduro / offroad,49,2006,5.7,Single cylinder,Air,6-speed,Chain,99,895,4.2,1386
Generic,Trigger SM,,Super motard,49,2008,1.4,Single cylinder,,6-speed,,115,,10,1390
Generic,Trigger SM 125,,Super motard,125,2008,11,Single cylinder,,6-speed,,120,,10,1410
Generic,Trigger SM 125,,Super motard,125,2009,11,Single cylinder,,6-speed,,120,,10,1410
Generic,Trigger SM 125,,Super motard,125,2010,11,Single cylinder,Air,6-speed,,120,,10,1410
Generic,Trigger SM 50,,Enduro / offroad,49,2007,5.7,Single cylinder,Air,6-speed,Chain,99,895,4.2,1386
Generic,Trigger SM 50,,Super motard,49,2009,1.4,Single cylinder,,6-speed,Shaft drive,115,,10,1390
Generic,Trigger SM 50,,Super motard,49,2010,1.4,Single cylinder,Air,6-speed,Shaft drive,115,,10,1390
Generic,Trigger SM 50 Competition,,Super motard,49,2010,1.4,Single cylinder,,6-speed,Chain,115,,10,1370
Generic,Trigger SM Comp 50,,Super motard,49,2009,1.4,Single cylinder,,6-speed,Chain,115,,10,1370
Generic,Trigger SM Competition,,Super motard,49,2008,1.4,Single cylinder,,6-speed,,115,,10,1370
Generic,Trigger X,,Enduro / offroad,49,2006,5.7,Single cylinder,Air,6-speed,Chain,99,,4.2,1386
Generic,Trigger X,,Enduro / offroad,49,2008,1.4,Single cylinder,,6-speed,Chain,111,,10,1370
Generic,Trigger X 125,,Enduro / offroad,125,2008,11,Single cylinder,,6-speed,Chain,120,,10,1410
Generic,Trigger X 125,,Enduro / offroad,125,2009,11,Single cylinder,,6-speed,,120,,10,1410
Generic,Trigger X 125,,Enduro / offroad,125,2010,11,Single cylinder,,6-speed,Belt,120,,10,1410
Generic,Trigger X 50,,Enduro / offroad,49,2007,5.7,Single cylinder,Air,6-speed,,99,,4.2,1386
Generic,Trigger X 50,,Enduro / offroad,49,2009,1.4,Single cylinder,,6-speed,Chain,111,,10,1370
Generic,Trigger X 50,,Enduro / offroad,49,2010,1.4,Single cylinder,Air,6-speed,Chain,111,,10,1370
Generic,Trigger X 50,,Enduro / offroad,49,2012,1.9,Single cylinder,Air,6-speed,Chain,96,,10,1370
Generic,Trigger X 50 Competition,,Enduro / offroad,49,2012,1.9,Single cylinder,Air,6-speed,Chain,96,,10,1370
Generic,Urano 275,,ATV,275,2009,13,Single cylinder,,,Belt,290,,12.5,1265
Generic,Vendetta 50,,Scooter,49,2012,3.4,Single cylinder,Air,Automatic,Belt,88,,4.5,1330
Generic,Vertigo 50,,Scooter,49,2012,3.6,Single cylinder,Air,Automatic,Belt,,,,1250
Generic,Worx 125,,Allround,124,2012,11.3,Single cylinder,Air,5-speed,,116,,16,1260
Generic,Worx 150,,Allround,149,2012,,Single cylinder,Air,5-speed,Chain,,,16,1260
Generic,XOR,,Scooter,49,2008,1.5,Single cylinder,,Automatic,Belt,96,,15.14,1275
Generic,XOR 125,,Scooter,124,2007,7.9,Single cylinder,Air,Automatic,Belt,105,,4.2,1275
Generic,XOR 125,,Scooter,124,2008,5.9,Single cylinder,,Automatic,Belt,105,,22.71,1280
Generic,XOR 125,,Scooter,124,2009,5.9,Single cylinder,,Automatic,Belt,105,,6,1280
Generic,XOR 125,,Scooter,124,2010,5.9,Single cylinder,Air,Automatic,Belt,105,,6,1280
Generic,XOR 125 AT AND T,,Scooter,124,2008,5.9,Single cylinder,,Automatic,Belt,105,,22.71,1280
Generic,XOR 125 Stroke,,Scooter,124,2008,5.9,Single cylinder,,Automatic,Belt,105,,6,1280
Generic,XOR 2 50,,Scooter,49,2011,3.4,Single cylinder,Liquid,Automatic,Belt,92,,4,1275
Generic,XOR 50,,Scooter,49,2007,2.1,Single cylinder,Air,Automatic,,98,,4.2,1275
Generic,XOR 50,,Scooter,49,2009,1.5,Single cylinder,Liquid,Automatic,Belt,96,,15.14,1275
Generic,XOR 50,,Scooter,49,2010,1.5,Single cylinder,Liquid,Automatic,Belt,96,,15.14,1275
Generic,XOR 50 AT AND T Williams,,Scooter,49,2009,1.5,Single cylinder,Liquid,Automatic,Belt,92,,4,1275
Generic,XOR 50 Comp,,Scooter,49,2009,1.5,Single cylinder,,Automatic,Belt,96,,15.14,1275
Generic,XOR 50 Competition,,Scooter,49,2010,1.5,Single cylinder,,Automatic,Belt,96,,15.14,
Generic,XOR 50 Stroke,,Scooter,49,2009,1.5,Single cylinder,,Automatic,Belt,96,,4,1275
Generic,XOR 50 Stroke,,Scooter,49,2010,1.5,Single cylinder,,Automatic,Belt,96,,4,1275
Generic,XOR Competition,,Scooter,49,2008,1.5,Single cylinder,,Automatic,Belt,96,,15.14,1275
Generic,XOR Stroke,,Scooter,49,2008,1.5,Single cylinder,,Automatic,Belt,96,,4,1275
Generic,Zion 125,,Scooter,124,2008,6,Single cylinder,,Automatic,Belt,143,,4.2,1330
Generic,Zion 125,,Scooter,124,2009,6,Single cylinder,,Automatic,Belt,143,,4.2,1330
Generic,Zion 125,,Scooter,124,2010,6,Single cylinder,Air,Automatic,Belt,143,,,1330
Generic,Zion 150,,Scooter,150,2010,,Single cylinder,,Automatic,Belt,144,,4.2,
Generic,Zion 150,,Scooter,151,2012,12.9,Single cylinder,Air,Automatic,Belt,,,8.5,1410
Genuine Scooter,Black Jack,,Scooter,149,2011,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,Blur SS 220I,,Scooter,220,2010,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Brio 50I,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,93,762,,
Genuine Scooter,Buddy 125,,Scooter,125,2008,,Single cylinder,Air,Automatic,,,,,
Genuine Scooter,Buddy 125,,Scooter,125,2009,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,Buddy 125,,Scooter,125,2010,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,Buddy 125,,Scooter,125,2011,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,Buddy 125,,Scooter,124,2021,,Single cylinder,Air,Automatic,Belt,99.8,762,,
Genuine Scooter,Buddy 170I,,Scooter,168,2012,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,Buddy 170I,,Scooter,168,2021,,Single cylinder,Air,Automatic,Belt,110.2,762,,
Genuine Scooter,Buddy 50,,Scooter,50,2008,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Buddy 50,,Scooter,50,2009,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Buddy 50,,Scooter,50,2010,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Buddy 50,,Scooter,50,2011,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Buddy 50,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,89.8,756,,
Genuine Scooter,Buddy 50 International,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,89.8,756,,
Genuine Scooter,Buddy International,,Scooter,50,2011,,Single cylinder,Air,Automatic,,,,,
Genuine Scooter,Buddy Kick,,Scooter,124,2020,,Single cylinder,Air,Automatic,Belt,106.6,724,,
Genuine Scooter,Buddy Kick,,Scooter,124,2021,,Single cylinder,Air,Automatic,Belt,106.6,749,,
Genuine Scooter,Buddy Psycho,,Scooter,125,2012,,Single cylinder,Air,Automatic,Belt,,,,
Genuine Scooter,G400C,,Allround,397,2019,26,Single cylinder,,,Belt,160.1,787,12.87,
Genuine Scooter,G400C,,Allround,397,2020,26,Single cylinder,,,Belt,160.1,787,12.87,
Genuine Scooter,Gran Tourer 150,,Scooter,149,2020,,Single cylinder,Air,4-speed,Shaft drive,120.2,770,,
Genuine Scooter,Hooligan 170I,,Scooter,168,2016,,Single cylinder,Air,Automatic,Belt,126.1,,,
Genuine Scooter,Hooligan 170I,,Scooter,168,2021,,Single cylinder,Air,Automatic,Belt,126.1,781,,
Genuine Scooter,Italy 150,,Scooter,150,2008,,Single cylinder,,Automatic,,,,,
Genuine Scooter,Italy 150,,Scooter,150,2009,,Single cylinder,,Automatic,Shaft drive,,,,
Genuine Scooter,Italy 50,,Scooter,50,2009,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Little Italy 50,,Scooter,50,2008,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Pamplona 150,,Scooter,150,2008,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Pamplona 150,,Scooter,150,2009,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Rattler 110,,Scooter,108,2008,,Single cylinder,,Automatic,,,,,
Genuine Scooter,Rattler 110,,Scooter,108,2009,,Single cylinder,,Automatic,Shaft drive,,,,
Genuine Scooter,Rattler 110,,Scooter,108,2010,,Single cylinder,,Automatic,Shaft drive,,,,
Genuine Scooter,Rattler 200I,,Scooter,168,2022,,Single cylinder,Air,Automatic,Shaft drive,89.8,,,
Genuine Scooter,Rattler 50,,Scooter,49,2020,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Rattler 50,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,89.8,,,
Genuine Scooter,Roughhouse 50,,Scooter,49,2020,,Single cylinder,Air,Automatic,Shaft drive,89.8,,,
Genuine Scooter,Roughhouse 50,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,89.8,794,,
Genuine Scooter,Roughhouse R50,,Scooter,50,2008,,Single cylinder,Air,Automatic,,,,,
Genuine Scooter,Roughhouse R50,,Scooter,50,2009,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Roughhouse R50,,Scooter,50,2010,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Roughhouse Sport,,Scooter,49,2016,,Single cylinder,Air,Automatic,Belt,,749,,
Genuine Scooter,Roughhouse Sport,,Scooter,49,2020,,Single cylinder,Air,Automatic,Belt,,749,,
Genuine Scooter,Roughhouse Sport,,Scooter,49,2021,,Single cylinder,Air,Automatic,Belt,89.8,794,,
Genuine Scooter,ST. Tropez 150,,Scooter,149,2008,,Single cylinder,Air,Automatic,,,,,
Genuine Scooter,ST. Tropez 150,,Scooter,149,2009,,Single cylinder,Air,Automatic,Shaft drive,,,,
Genuine Scooter,Stella,,Scooter,150,2005,10,Single cylinder,Air,4-speed,,108.9,820,7.94,1237
Genuine Scooter,Stella,,Scooter,150,2010,,Single cylinder,Air,4-speed,Shaft drive,,,,
Genuine Scooter,Stella 150,,Scooter,150,2009,,Single cylinder,Air,4-speed,Shaft drive,,,,
Genuine Scooter,Stella 150 4-Stroke,,Scooter,147,2011,,Single cylinder,Air,4-speed,Shaft drive,,,,
Genuine Scooter,Stelle 150,,Scooter,150,2008,,Single cylinder,Air,4-speed,,,,,
Genuine Scooter,Urbano 50I,,Scooter,49,2021,,Single cylinder,Air,Automatic,Shaft drive,93.9,781,,
Genuine Scooter,Venture,,Scooter,49,2016,,Single cylinder,Liquid,Automatic,Belt,,749,,
Geon,CR6Z,,Naked bike,224,2022,18.5,Single cylinder,Oil & air,6-speed,Chain,,,18,1360
Geon,Scrambler 250,,Naked bike,223,2022,18,Single cylinder,Oil & air,,Chain,,,,1360
Geon,Stinger 250R,,Naked bike,249,2022,24.5,Single cylinder,Oil & air,,,,,,1384
GG,Quad,,ATV,1130,2012,93.9,Two cylinder boxer,Liquid,6-speed,,,,18,
GG,Quad,,ATV,1130,2013,93.9,Twin,,6-speed,,375,,26,
GG,Quadster,,ATV,1293,2011,173,In-line four,Liquid,6-speed,,390,,26,
GG,Quadster,,ATV,1293,2012,173,In-line four,Liquid,6-speed,,390,,26,
GG,Taurus,,ATV,1293,2011,173,In-line four,Liquid,6-speed,Shaft drive,397,,34,
GG,Taurus,,Allround,1293,2012,173,In-line four,Liquid,6-speed,Shaft drive,397,,34,
GG,Taurus,,ATV,1293,2014,173,In-line four,Liquid,6-speed,Shaft drive,397,,34,
Ghezzi-Brian,DR. John Tribute,,Sport,1064,2016,87,V2,,5-speed,Chain,189,,,
Ghezzi-Brian,DR. John Tribute,,Sport,1064,2020,87,V2,,5-speed,Chain,189,,,
Ghezzi-Brian,Fiamma,,Sport,1064,2020,87,V2,,5-speed,Chain,188,,,
Ghezzi-Brian,Fionda,,Naked bike,1064,2008,104,V2,Air,5-speed,Chain,185,850,,
Ghezzi-Brian,Fionda,,Naked bike,1064,2010,,V2,Air,5-speed,Chain,185,850,16,
Ghezzi-Brian,Fionda,,Naked bike,1064,2017,87,V2,,5-speed,Chain,,,,
Ghezzi-Brian,Fionda,,Naked bike,1064,2022,87,V2,,5-speed,Chain,,,,
Ghezzi-Brian,Furia,,Naked bike,1064,2017,87,V2,,5-speed,Chain,,,,
Ghezzi-Brian,Furia Otto,,Naked bike,1064,2008,87,V2,Air,5-speed,,192,790,,1405
Ghezzi-Brian,Furia Otto,,Naked bike,1064,2010,87,V2,Air,5-speed,Chain,178,790,,1405
Ghezzi-Brian,Furia S,,Naked bike,1064,2008,87,V2,,5-speed,Chain,185,,,
Ghezzi-Brian,Furia S,,Naked bike,1064,2010,87,V2,,5-speed,Chain,185,,,
Ghezzi-Brian,Furia Titanum,,Naked bike,1064,2008,87,V2,,5-speed,,185,,,
Ghezzi-Brian,Furia Titanum,,Naked bike,1064,2010,87,V2,,5-speed,Chain,178,,,
Ghezzi-Brian,Sport Monza 1100,,Sport,1064,2016,87,V2,,5-speed,Chain,187,,,
Ghezzi-Brian,Sport Monza 1100,,Sport,1064,2022,87,V2,,5-speed,Chain,187,,,
Ghezzi-Brian,Supertwin,,Naked bike,1064,2008,87,V2,Air,5-speed,Chain,192,790,,
Ghezzi-Brian,Supertwin,,Naked bike,1064,2010,87,V2,Air,5-speed,Chain,192,790,,
Ghezzi-Brian,Supertwin 1100,,Sport,1064,2001,94,V2,Air,5-speed,Shaft drive,,790,18,1405
Ghezzi-Brian,V-Twin K5,,Sport,1151,2020,,V2,Oil & air,6-speed,Chain,,820,32,1535
Ghezzi-Brian,V-Twin Motard,,Super motard,1151,2016,,V2,Oil & air,6-speed,Chain,,820,32,1535
Ghezzi-Brian,V11 Trofeo,,Sport,1064,2016,87,V2,,5-speed,Chain,188,,,
Ghezzi-Brian,V11 Trofeo,,Sport,1064,2022,87,V2,,5-speed,Chain,188,,,
Giantco,Archer 125,,Allround,124,2013,10.7,Single cylinder,Air,5-speed,Chain,112,,13,1295
Giantco,Athena II 125,,Scooter,124,2009,7.5,Single cylinder,Air,Automatic,Belt,101,,6,1245
Giantco,Bella,,Scooter,110,2013,7,Single cylinder,Air,4-speed,Chain,95,,4.5,1280
Giantco,Bronco 125,,Allround,124,2010,10.3,Single cylinder,Air,4-speed,Belt,110,,13,1320
Giantco,BUD,,Scooter,49,2012,3,Single cylinder,Air,,Belt,82,,5.8,1200
Giantco,Cyclop 50,,Scooter,49,2009,4.9,Single cylinder,Air,,Belt,77,,3.4,1130
Giantco,Cyrus II 125,,Scooter,124,2009,7.2,Single cylinder,Air,,Belt,112,,6,1300
Giantco,Cyrus II 50,,Scooter,49,2009,3,Single cylinder,Air,,Belt,99,,6,1300
Giantco,Dolphin Twin 125,,Scooter,124,2009,7.5,Single cylinder,Air,,Belt,95,,4.2,1330
Giantco,Dolphin Twin 50,,Scooter,49,2009,3.5,Single cylinder,Air,,Belt,70,,4.2,1315
Giantco,E-Buddy,,Scooter,0,2010,1.3,Electric,,Automatic,Belt,111,,,1220
Giantco,E-Dolphin I,,Scooter,0,2012,2.7,Electric,Air,Automatic,Belt,78,780,,1440
Giantco,E-Dolphin II,,Scooter,0,2012,,Electric,Air,Automatic,Belt,71,780,,1440
Giantco,Eagle 125,,Scooter,124,2009,8.3,Single cylinder,Air,Automatic,Belt,110,,6,1220
Giantco,Falcon II 125,,Scooter,124,2009,8.3,Single cylinder,Air,Automatic,Belt,110,,8,1352
Giantco,Filly 125,,Scooter,124,2009,7.5,Single cylinder,Air,,Belt,100,,4.2,
Giantco,Filly 50,,Scooter,49,2009,4.3,Single cylinder,Air,,Belt,90,,4.2,1267
Giantco,Fvision 125,,Scooter,124,2009,7.2,Single cylinder,Air,Automatic,Belt,112,,8,
Giantco,G-10 50,,Scooter,49,2010,2.5,Single cylinder,Air,Automatic,Belt,90,,4.2,1298
Giantco,G-10 50,,Scooter,49,2011,2.5,Single cylinder,Air,Automatic,Belt,90,,4.2,1298
Giantco,G-Apex 125,,Scooter,124,2010,7.5,Single cylinder,Air,Automatic,Belt,145,,12,1500
Giantco,G-Buddy,,Scooter,49,2010,3,Single cylinder,Air,Automatic,Belt,82,,5.8,1210
Giantco,G-Buddy,,Scooter,49,2011,3,Single cylinder,Air,Automatic,Belt,82,,5.8,1210
Giantco,Grand Venus,,Scooter,124,2012,9.1,Single cylinder,Air,5-speed,Chain,100,,6,1270
Giantco,Grand Venus 125,,Scooter,124,2011,9.1,Single cylinder,Air,Automatic,Belt,100,,6,1270
Giantco,Gunner,,Allround,124,2012,9.9,Single cylinder,Air,5-speed,Chain,112,,14,1285
Giantco,GW 50,,Scooter,49,2010,2.5,Single cylinder,Air,Automatic,Belt,99,,4.2,1397
Giantco,Hunter City 125,,Sport,124,2010,7,Single cylinder,Air,5-speed,Belt,110,,14,1290
Giantco,Hunter CITY125,,Sport,124,2008,9.9,Single cylinder,Air,5-speed,,110,,17,1290
Giantco,Hunter Sport 200,,Sport,193,2008,14.8,Single cylinder,Air,5-speed,Chain,125,,17,
Giantco,HY125-3C,,Allround,124,2012,9.9,Single cylinder,Air,5-speed,Chain,112,,14,1285
Giantco,HY150-3,,Allround,149,2012,11.8,Single cylinder,Air,5-speed,Chain,125,,14,1285
Giantco,Knight 125,,Custom / cruiser,124,2010,10.3,Single cylinder,Air,4-speed,Belt,125,,14,1450
Giantco,Knight 125,,Custom / cruiser,124,2013,10.3,Single cylinder,Air,4-speed,Chain,125,,14,1450
Giantco,Lambros R,,Scooter,49,2011,4.1,Single cylinder,Liquid,Automatic,Belt,90,,4.2,1270
Giantco,Lambros R 50,,Scooter,49,2010,4.1,Single cylinder,Liquid,Automatic,Belt,90,,4.2,1270
Giantco,Lambros Race,,Scooter,49,2009,2.5,Single cylinder,Air,,,90,,4.2,1270
Giantco,Lambros Sport,,Scooter,49,2009,2.5,Single cylinder,Air,,,90,,4.2,1270
Giantco,MPS,,Scooter,49,2011,2.5,Single cylinder,Air,Automatic,Belt,103,,22.71,1385
Giantco,Prinsess 125,,Scooter,124,2009,8.3,Single cylinder,Air,Automatic,Belt,102,,,1220
Giantco,Raider 110,,Scooter,107,2013,7,Single cylinder,Air,4-speed,Chain,91,,3.5,1270
Giantco,Royale II 125,,Scooter,124,2009,7,Single cylinder,Air,Automatic,Belt,108,,5.8,1280
Giantco,Spartan 50,,Scooter,49,2009,2.5,Single cylinder,Air,,,90,,4.2,1270
Giantco,Sprint City 50,,Scooter,49,2009,2,Single cylinder,Air,,Belt,80,,6,1200
Giantco,Sprint Sport 50,,Scooter,49,2009,3,Single cylinder,Air,,Belt,82,,5.8,1210
Giantco,Stealth 50,,Scooter,49,2009,2.8,Single cylinder,Air,,Belt,90,,4.2,1270
Giantco,Stealth Naked 2T,,Scooter,49,2009,2.5,Single cylinder,Air,,Belt,90,,4.2,1270
Giantco,Stealth Naked 4T,,Scooter,49,2009,2.8,Single cylinder,Air,,Belt,90,,4.2,1270
Giantco,Swift 125,,Allround,124,2010,9.9,Single cylinder,Air,4-speed,Belt,100,,10,1250
Giantco,Tomahawk,,Allround,193,2012,14.8,Single cylinder,Air,5-speed,Chain,112,,13,1295
Giantco,Tornado 125,,Allround,124,2012,9.9,Single cylinder,Air,5-speed,Chain,110,,14,1280
Giantco,Trooper 125,,Allround,124,2010,9.9,Single cylinder,Air,5-speed,Belt,105,,14,1285
Giantco,Trooper II 125,,Allround,124,2013,9.9,Single cylinder,Air,5-speed,Chain,105,,14,1285
Giantco,Trooper II 150,,Allround,149,2013,11.8,Single cylinder,Air,5-speed,,105,,10,1285
Giantco,Venus I,,Scooter,49,2009,2.4,Single cylinder,Air,,Belt,73,,6,1200
Giantco,Venus II Blossom,,Scooter,49,2009,3,Single cylinder,Air,,Belt,73,,6,1200
Giantco,Venus IID 50,,Scooter,49,2010,3,Single cylinder,Air,Automatic,Belt,73,,6,1200
Giantco,Warrior 125,,Allround,124,2010,9.9,Single cylinder,Air,5-speed,Belt,109,,11,1270
Giantco,X,,Scooter,107,2013,7,Single cylinder,Air,4-speed,Chain,89,,4.5,1220
Giantco,XE II,,Scooter,97,2013,6.4,Single cylinder,Air,4-speed,Chain,89,,4.5,1220
Gibbs,Biski,,Enduro / offroad,498,2016,55,Twin,,,,228,,20,1790
Gibbs,Quadski,,ATV,1300,2013,,In-line four,,,,535.2,,,1800
Gibbs,Quadski,,ATV,1300,2016,140,In-line four,Liquid,,,605,,,1791
Gibbs,Quadski XL,,ATV,1300,2016,140,In-line four,Liquid,,,605,,,1791
Gibbs,Triski,,Enduro / offroad,1300,2020,135,Twin,Liquid,,,600,,20,
Gilera,124 5V,,Classic,124,1970,,Single cylinder,Air,,Chain,,,,
Gilera,125 Strada,,Enduro / offroad,124,1972,12,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,125 Strada,,Unspecified category,124,1973,12,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,150 Strada,,Classic,152,1972,14,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,150 Strada,,Unspecified category,152,1973,14,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,150 Strada,,Unspecified category,152,1974,14,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,150 Strada,,Classic,152,1975,14,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,150 Strada,,Unspecified category,152,1976,14,Single cylinder,Air,5-speed,Chain,,,11,
Gilera,350 Dakota,,Enduro / offroad,349,1987,27,Single cylinder,Liquid,5-speed,Chain,,,22,
Gilera,350 Dakota,,Enduro / offroad,349,1988,26,Single cylinder,Liquid,5-speed,Chain,,,22,
Gilera,350 Dakota,,Enduro / offroad,349,1989,26,Single cylinder,Liquid,5-speed,Chain,,,22,
Gilera,50 RCR,,Enduro / offroad,49,2005,,Single cylinder,Liquid,6-speed,,,,7,1230
Gilera,50 Runner Racing Replica,,Scooter,49,2005,,Single cylinder,Liquid,Automatic,Shaft drive,,780,12.2,1290
Gilera,50 SMT,,Super motard,49,2005,,Single cylinder,Liquid,6-speed,,,,7,1230
Gilera,500 Dakota,,Enduro / offroad,492,1988,44,Single cylinder,Liquid,5-speed,Chain,,,22,
Gilera,600 Nordwest,,Super motard,558,1992,46,Single cylinder,Liquid,5-speed,Chain,,,11.5,
Gilera,600 Nordwest (reduced Effect),,Unspecified category,558,1992,27,Single cylinder,Liquid,5-speed,Chain,,,11.5,
Gilera,Apache 125,,Enduro / offroad,124,1991,29.3,Single cylinder,Liquid,6-speed,Chain,132,870,5,1450
Gilera,Apache 125,,Enduro / offroad,125,1993,30,Single cylinder,Liquid,5-speed,Chain,,,,
Gilera,Coguar 125,,Custom / cruiser,124,2002,,Single cylinder,Air,5-speed,,123,730,12,
Gilera,Cougar,,Custom / cruiser,125,2001,,Single cylinder,Air,5-speed,Chain,,,,
Gilera,DNA 125,,Scooter,125,2001,15,Single cylinder,,,,125,780,,
Gilera,DNA 125,,Scooter,124,2002,,Single cylinder,Liquid,,,125,780,10,
Gilera,DNA 180,,Scooter,182,2002,,Single cylinder,Liquid,,,125,780,10,
Gilera,DNA 50,,Scooter,49,2002,,Single cylinder,Liquid,,,101,770,10,
Gilera,DNA 50,,Allround,49,2005,,Single cylinder,Liquid,Automatic,Shaft drive,101,,9,1330
Gilera,DNA 50,,Naked bike,49,2006,,Single cylinder,Liquid,6-speed,,101,,9,1330
Gilera,DNA 50,,Naked bike,49,2007,,Single cylinder,Liquid,6-speed,Belt,101,770,9,
Gilera,Ekstra 4,,Allround,305,1964,15,Twin,Air,4-speed,Chain,,750,19,1330
Gilera,Ekstra 4,,Allround,305,1965,15,Twin,Air,,,,750,19,1330
Gilera,Ekstra 4,,Allround,305,1966,15,Twin,Air,,,,750,19,1330
Gilera,Ekstra 4,,Allround,305,1967,15,Twin,Air,,,,750,19,1330
Gilera,Ekstra 4,,Allround,305,1968,15,Twin,Air,,,,750,19,1330
Gilera,Fuoco 500,,Scooter,492,2008,,Single cylinder,,Automatic,,,,,
Gilera,Fuoco 500,,Scooter,492,2009,,Single cylinder,Liquid,Automatic,Chain,,,,
Gilera,Fuoco 500,,Scooter,492,2014,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco 500,,Scooter,492,2015,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco 500,,Scooter,492,2016,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco 500,,Scooter,492,2017,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco 500,,Scooter,493,2022,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco 500IE,,Prototype / concept model,492,2007,40,Single cylinder,Liquid,Automatic,,244,785,12,1550
Gilera,Fuoco 500IE,,Scooter,492,2010,,Single cylinder,Liquid,Automatic,Chain,,,,
Gilera,Fuoco 500IE,,Scooter,492,2011,38.9,Single cylinder,Liquid,Automatic,Chain,,,12,1550
Gilera,Fuoco 500IE,,Scooter,492,2012,40,Single cylinder,Liquid,Automatic,Chain,244,,12,1550
Gilera,Fuoco 500IE,,Scooter,493,2021,40,Single cylinder,Liquid,Automatic,Chain,244,785,12,1550
Gilera,Fuoco Centenario,,Scooter,492,2009,,Single cylinder,Liquid,Automatic,,,,,
Gilera,GP 800,,Scooter,839,2007,74,Twin,Liquid,Automatic,Belt,245,780,18.5,1593
Gilera,GP 800,,Scooter,839,2008,65.5,Twin,Liquid,Automatic,Belt,,780,18.5,1593
Gilera,GP 800,,Scooter,839,2011,73,V2,Liquid,Automatic,Belt,,780,18.5,1585
